Number,Draw Date,Prize Group
4698,2015-08-02,Starter Prize
4698,2014-02-15,Starter Prize
4698,2010-12-26,Starter Prize
4698,2006-06-28,Consolation Prize
4698,2005-02-12,Starter Prize
4698,2004-09-25,Starter Prize
4698,2003-12-21,Second Prize
4698,2000-11-04,Consolation Prize
4698,1993-08-14,Second Prize
4699,2025-07-23,Consolation Prize
4699,2023-08-09,Consolation Prize
4699,2021-06-02,Consolation Prize
4699,2021-02-03,Starter Prize
4699,2020-09-13,Consolation Prize
4699,2016-10-01,Consolation Prize
4699,2012-06-20,Third Prize
4699,2005-06-18,Starter Prize
4699,1991-01-12,Consolation Prize
4699,1990-07-21,First Prize
4700,2025-11-05,Starter Prize
4700,2022-01-19,Starter Prize
4700,2018-08-22,Starter Prize
4700,2018-05-23,Consolation Prize
4700,2011-01-16,Third Prize
4700,2011-01-02,Starter Prize
4700,2009-05-30,Starter Prize
4700,2007-07-29,Second Prize
4700,2005-10-08,Consolation Prize
4700,2004-03-06,Starter Prize
4700,1995-01-04,First Prize
4700,1994-10-23,Consolation Prize
4700,1991-06-23,Consolation Prize
4700,1989-08-20,Consolation Prize
4700,1989-06-18,Starter Prize
4700,1988-03-19,Consolation Prize
4700,1987-05-23,Starter Prize
4700,1987-01-10,Consolation Prize
4701,2014-03-15,Starter Prize
4701,2010-05-29,Second Prize
4701,2009-02-14,Consolation Prize
4701,2007-11-21,Consolation Prize
4701,2003-04-02,Consolation Prize
4701,2001-10-07,Starter Prize
4701,1999-12-01,Starter Prize
4701,1999-05-30,Second Prize
4701,1998-03-15,Third Prize
4701,1996-07-21,First Prize
4701,1995-10-04,Consolation Prize
4701,1994-08-27,Consolation Prize
4702,2025-07-13,Consolation Prize
4702,2023-09-09,Starter Prize
4702,2021-07-24,Starter Prize
4702,2021-01-16,Consolation Prize
4702,2015-02-14,Consolation Prize
4702,2011-05-07,Consolation Prize
4702,2009-04-25,Starter Prize
4702,2002-12-25,Starter Prize
4702,1987-05-30,Starter Prize
4703,2017-11-04,Consolation Prize
4703,2015-02-18,Starter Prize
4703,2014-06-21,Second Prize
4703,2014-02-19,Starter Prize
4703,2012-03-14,Starter Prize
4703,2011-03-13,Starter Prize
4703,2008-07-19,Starter Prize
4703,2007-08-26,Consolation Prize
4703,2006-11-08,Consolation Prize
4703,2006-09-02,Starter Prize
4703,1995-07-15,Starter Prize
4703,1988-08-07,Starter Prize
4704,2024-02-03,First Prize
4704,2023-03-01,Third Prize
4704,2022-06-25,Consolation Prize
4704,2021-06-19,Starter Prize
4704,2021-06-05,Consolation Prize
4704,2020-07-05,Starter Prize
4704,2016-09-28,Consolation Prize
4704,2016-03-16,Consolation Prize
4704,2014-02-02,Consolation Prize
4704,1998-04-11,Starter Prize
4704,1992-04-19,Starter Prize
4704,1991-04-28,Starter Prize
4704,1989-10-21,Starter Prize
4704,1986-06-21,Starter Prize
4705,2023-03-15,Consolation Prize
4705,2020-11-25,Consolation Prize
4705,2020-07-11,Starter Prize
4705,2019-08-14,Starter Prize
4705,2013-10-12,Consolation Prize
4705,2013-06-01,Consolation Prize
4705,2013-03-13,Consolation Prize
4705,2008-09-20,First Prize
4705,2002-05-05,Consolation Prize
4705,2000-05-27,Starter Prize
4705,1990-09-16,First Prize
4706,2024-11-06,Starter Prize
4706,2022-04-17,Consolation Prize
4706,2016-04-23,Consolation Prize
4706,2011-08-31,Consolation Prize
4706,2011-02-13,Consolation Prize
4706,2009-09-09,Consolation Prize
4706,2005-09-28,First Prize
4706,2003-08-13,First Prize
4706,2001-02-24,Consolation Prize
4706,2001-02-10,Consolation Prize
4706,2000-10-22,Second Prize
4706,2000-06-10,Starter Prize
4706,1999-04-11,Consolation Prize
4706,1998-10-31,Consolation Prize
4706,1995-07-30,Starter Prize
4706,1995-07-05,Starter Prize
4706,1991-04-27,Starter Prize
4707,2025-04-27,First Prize
4707,2022-04-03,Starter Prize
4707,2019-03-03,First Prize
4707,2017-08-23,Starter Prize
4707,2016-09-24,Starter Prize
4707,2014-03-23,Consolation Prize
4707,2005-05-29,Consolation Prize
4707,2001-09-26,Starter Prize
4707,2001-06-13,Starter Prize
4707,1998-04-12,Starter Prize
4707,1996-03-09,Consolation Prize
4707,1996-01-20,Starter Prize
4707,1991-05-26,First Prize
4708,2023-05-03,Second Prize
4708,2022-09-03,Consolation Prize
4708,2015-02-25,Consolation Prize
4708,2010-06-23,Consolation Prize
4708,2005-09-14,Starter Prize
4708,1997-11-09,Consolation Prize
4708,1995-07-08,Consolation Prize
4708,1994-04-30,Consolation Prize
4709,2023-09-03,Consolation Prize
4709,2022-08-06,Second Prize
4709,2017-05-10,Consolation Prize
4709,2011-03-20,Starter Prize
4709,2007-10-10,Consolation Prize
4709,2006-09-17,Consolation Prize
4709,2002-04-27,Consolation Prize
4709,1998-11-08,Consolation Prize
4709,1994-03-05,Starter Prize
4709,1992-07-25,Third Prize
4709,1991-05-25,Consolation Prize
4709,1987-05-03,Starter Prize
4709,1987-03-07,Consolation Prize
4710,2025-03-29,Second Prize
4710,2023-10-25,Starter Prize
4710,2023-09-23,Starter Prize
4710,2020-09-23,Starter Prize
4710,2014-03-23,Starter Prize
4710,2010-10-10,Starter Prize
4710,2003-06-14,Starter Prize
4710,2003-05-10,Starter Prize
4711,2024-09-28,Consolation Prize
4711,2024-08-18,Starter Prize
4711,2022-08-03,Consolation Prize
4711,2020-11-18,Consolation Prize
4711,2019-04-20,Starter Prize
4711,2010-11-27,Consolation Prize
4711,2007-12-22,Consolation Prize
4711,2007-01-10,Starter Prize
4711,1998-06-03,Consolation Prize
4711,1992-06-28,Consolation Prize
4711,1989-10-14,Consolation Prize
4711,1987-11-07,Consolation Prize
4712,2022-05-01,Starter Prize
4712,2021-07-18,Starter Prize
4712,2012-05-12,Third Prize
4712,2012-02-29,Consolation Prize
4712,2011-04-10,Starter Prize
4712,2007-12-09,Starter Prize
4712,2002-04-24,Consolation Prize
4712,2001-03-10,Consolation Prize
4712,2000-03-12,Consolation Prize
4712,1997-03-16,Consolation Prize
4712,1996-09-08,Starter Prize
4712,1996-06-30,Starter Prize
4712,1992-06-07,Consolation Prize
4712,1992-06-06,Starter Prize
4712,1987-04-12,Consolation Prize
4712,1987-03-28,Starter Prize
4713,2017-12-20,Starter Prize
4713,2010-08-18,Starter Prize
4713,2008-06-07,Consolation Prize
4713,2008-03-19,Starter Prize
4713,2003-11-16,Consolation Prize
4713,2001-07-29,Consolation Prize
4713,2000-01-29,Starter Prize
4713,1994-04-10,Starter Prize
4713,1992-08-09,Starter Prize
4713,1986-10-26,Second Prize
4714,2024-06-19,Starter Prize
4714,2014-10-08,Third Prize
4714,2014-09-20,Starter Prize
4714,2009-02-25,Consolation Prize
4714,2007-10-27,Third Prize
4714,2003-04-05,Starter Prize
4714,2001-06-06,Consolation Prize
4714,1997-02-05,Starter Prize
4714,1995-07-02,Starter Prize
4714,1992-08-08,Starter Prize
4715,2020-12-02,Second Prize
4715,2017-08-02,Starter Prize
4715,2017-05-13,Starter Prize
4715,2016-07-30,Starter Prize
4715,2014-09-03,Consolation Prize
4715,2012-08-15,Consolation Prize
4715,2011-11-26,Starter Prize
4715,2004-12-18,Consolation Prize
4715,2003-02-22,Starter Prize
4715,1998-11-08,Consolation Prize
4715,1998-05-02,Consolation Prize
4715,1996-01-06,Starter Prize
4715,1989-08-13,Second Prize
4715,1987-08-02,Starter Prize
4715,1986-12-07,Consolation Prize
4716,2021-11-17,Starter Prize
4716,2017-04-23,Consolation Prize
4716,2017-03-04,Consolation Prize
4716,2016-05-11,Starter Prize
4716,2008-11-16,Consolation Prize
4716,2005-06-01,Starter Prize
4716,2004-12-18,Second Prize
4716,2000-12-31,Consolation Prize
4717,2025-04-13,Starter Prize
4717,2023-06-25,Starter Prize
4717,2019-11-13,First Prize
4717,2019-04-17,Starter Prize
4717,2017-07-29,Starter Prize
4717,2016-06-29,Consolation Prize
4717,2014-12-03,Consolation Prize
4717,2012-12-02,Starter Prize
4717,2012-01-11,Third Prize
4717,2011-10-23,Consolation Prize
4717,2002-04-28,Starter Prize
4717,1998-06-06,Consolation Prize
4717,1991-02-10,Consolation Prize
4718,2019-09-11,Starter Prize
4718,2018-07-28,Consolation Prize
4718,2013-05-19,Starter Prize
4718,2011-12-17,Starter Prize
4718,2004-04-14,Starter Prize
4718,2004-03-24,Consolation Prize
4718,2004-01-21,Starter Prize
4718,2000-05-27,Consolation Prize
4718,1999-02-20,Third Prize
4718,1998-08-29,First Prize
4718,1996-09-22,Starter Prize
4719,2025-04-16,Consolation Prize
4719,2024-03-06,First Prize
4719,2023-11-05,Starter Prize
4719,2022-03-30,Starter Prize
4719,2016-08-17,Starter Prize
4719,2015-08-15,Consolation Prize
4719,2011-05-04,Starter Prize
4719,2009-11-25,Starter Prize
4719,2009-07-05,Third Prize
4719,2008-01-26,Starter Prize
4719,2001-10-27,Starter Prize
4719,1993-12-25,Consolation Prize
4720,2025-03-22,First Prize
4720,2025-02-08,Third Prize
4720,2024-08-17,Consolation Prize
4720,2024-07-14,Starter Prize
4720,2024-02-14,First Prize
4720,2023-02-05,Starter Prize
4720,2020-02-23,Consolation Prize
4720,2016-07-20,Starter Prize
4720,2014-04-16,Starter Prize
4720,2014-03-19,Consolation Prize
4720,2010-11-13,Starter Prize
4720,2007-09-01,Third Prize
4720,2003-09-10,Consolation Prize
4720,2001-08-11,Starter Prize
4720,2001-06-27,Consolation Prize
4720,2001-02-25,Starter Prize
4720,2001-02-17,Starter Prize
4720,1994-02-27,Third Prize
4720,1993-09-01,First Prize
4721,2023-07-08,Starter Prize
4721,2022-10-09,Starter Prize
4721,2017-10-11,Consolation Prize
4721,2015-01-11,Consolation Prize
4721,2013-08-31,Starter Prize
4721,2013-04-13,Starter Prize
4721,2006-07-05,Starter Prize
4721,2006-03-05,Starter Prize
4721,2004-02-29,Starter Prize
4721,2000-02-27,Starter Prize
4721,1995-10-08,Consolation Prize
4721,1994-01-05,Consolation Prize
4721,1988-02-28,Starter Prize
4722,2023-02-15,Consolation Prize
4722,2022-04-02,Consolation Prize
4722,2021-08-29,Consolation Prize
4722,2017-08-13,Consolation Prize
4722,2017-07-16,First Prize
4722,2015-05-16,Third Prize
4722,2010-10-24,Consolation Prize
4722,2008-07-05,Consolation Prize
4722,2007-03-17,Consolation Prize
4722,1995-08-20,Starter Prize
4722,1991-05-25,Consolation Prize
4722,1987-09-06,Consolation Prize
4723,2014-11-12,Starter Prize
4723,2011-09-04,Consolation Prize
4723,2011-06-18,Starter Prize
4723,2008-06-21,Starter Prize
4723,2007-10-17,Consolation Prize
4723,1999-08-29,Consolation Prize
4723,1997-02-05,Starter Prize
4723,1995-06-04,Consolation Prize
4723,1989-10-14,Starter Prize
4723,1987-06-20,Starter Prize
4724,2023-09-03,Consolation Prize
4724,2017-04-23,Consolation Prize
4724,2009-05-30,Consolation Prize
4724,1999-09-04,Consolation Prize
4724,1997-07-13,Consolation Prize
4724,1997-03-15,Third Prize
4724,1993-02-21,Consolation Prize
4725,2016-12-10,Consolation Prize
4725,2012-06-09,Starter Prize
4725,2012-04-25,Starter Prize
4725,2011-10-19,First Prize
4725,2008-11-02,Consolation Prize
4725,2005-10-12,Starter Prize
4725,2002-07-07,Second Prize
4725,1999-11-20,Starter Prize
4725,1999-02-13,Third Prize
4725,1991-05-25,Consolation Prize
4725,1989-07-02,First Prize
4725,1986-08-30,Starter Prize
4726,2024-04-14,Second Prize
4726,2016-08-17,Starter Prize
4726,2014-06-14,Third Prize
4726,2012-09-26,Third Prize
4726,2011-09-25,Consolation Prize
4726,2009-05-17,Consolation Prize
4726,2008-08-24,First Prize
4726,2008-04-30,Consolation Prize
4726,2006-12-30,Consolation Prize
4726,1995-10-28,First Prize
4726,1992-11-22,Starter Prize
4726,1991-08-17,Consolation Prize
4726,1991-01-27,Starter Prize
4727,2025-05-10,Consolation Prize
4727,2023-02-18,Third Prize
4727,2012-07-18,Starter Prize
4727,2002-06-08,Consolation Prize
4727,2000-02-27,Consolation Prize
4727,1998-09-26,Second Prize
4727,1994-11-05,Second Prize
4727,1988-04-24,Starter Prize
4728,2025-05-28,Consolation Prize
4728,2024-06-12,Consolation Prize
4728,2024-01-10,Starter Prize
4728,2014-03-23,Starter Prize
4728,2011-03-16,Third Prize
4728,2007-12-22,Third Prize
4728,2007-11-04,Starter Prize
4728,2003-08-16,Starter Prize
4728,2002-06-01,Consolation Prize
4728,2001-02-18,Consolation Prize
4728,2000-06-11,Starter Prize
4728,1998-03-22,Third Prize
4728,1997-06-08,Consolation Prize
4728,1993-06-05,Starter Prize
4728,1990-09-22,Starter Prize
4729,2021-12-22,Third Prize
4729,2020-01-12,Consolation Prize
4729,2010-06-12,Consolation Prize
4729,2009-11-29,Starter Prize
4729,2009-06-21,Consolation Prize
4729,2008-08-16,Starter Prize
4729,2007-12-16,Consolation Prize
4729,2000-12-10,First Prize
4729,1992-05-17,Starter Prize
4729,1991-10-06,Consolation Prize
4729,1987-11-21,Consolation Prize
4729,1987-05-17,Starter Prize
4729,1987-02-15,Consolation Prize
4730,2021-10-09,Consolation Prize
4730,2019-11-27,Starter Prize
4730,2019-03-23,Consolation Prize
4730,2012-12-26,Starter Prize
4730,2012-04-25,Starter Prize
4730,2008-03-30,Starter Prize
4730,2007-01-31,Consolation Prize
4730,2005-01-05,Starter Prize
4730,2001-08-15,Consolation Prize
4730,1999-06-13,Starter Prize
4730,1997-12-14,Starter Prize
4730,1993-10-30,Starter Prize
4731,2024-08-25,Starter Prize
4731,2022-11-09,Consolation Prize
4731,2022-07-03,Consolation Prize
4731,2021-10-30,Starter Prize
4731,2020-07-22,Starter Prize
4731,2019-09-21,First Prize
4731,2009-04-19,Starter Prize
4731,2004-10-09,Consolation Prize
4731,2004-02-08,First Prize
4731,2002-02-17,Starter Prize
4731,1998-08-22,Consolation Prize
4731,1997-02-01,Consolation Prize
4731,1987-04-18,Starter Prize
4731,1986-11-08,Consolation Prize
4732,2023-09-23,Starter Prize
4732,2022-03-16,Consolation Prize
4732,2017-08-30,Starter Prize
4732,2010-05-15,Starter Prize
4732,2000-03-26,Starter Prize
4732,1997-10-19,Consolation Prize
4732,1997-09-27,Starter Prize
4732,1995-02-01,Consolation Prize
4732,1994-06-11,Starter Prize
4732,1990-09-02,Starter Prize
4732,1989-02-04,Consolation Prize
4732,1988-12-17,Consolation Prize
4733,2023-04-05,Starter Prize
4733,2017-07-12,Starter Prize
4733,2010-02-24,Starter Prize
4733,2010-01-30,Starter Prize
4733,2002-11-16,Consolation Prize
4733,1998-01-18,Consolation Prize
4733,1996-11-17,First Prize
4733,1988-02-28,Consolation Prize
4734,2026-01-25,Starter Prize
4734,2025-04-16,Consolation Prize
4734,2024-11-23,Starter Prize
4734,2024-08-24,Starter Prize
4734,2019-01-06,Consolation Prize
4734,2018-12-05,Third Prize
4734,2013-02-16,Starter Prize
4734,2011-03-30,Starter Prize
4734,2011-02-16,Starter Prize
4734,2008-03-15,Starter Prize
4734,2007-03-11,Consolation Prize
4734,2004-01-04,Starter Prize
4735,2022-11-20,Starter Prize
4735,2020-01-25,Consolation Prize
4735,2019-08-21,Starter Prize
4735,2019-07-17,Starter Prize
4735,2019-07-10,Consolation Prize
4735,2016-09-03,Second Prize
4735,2014-07-27,Starter Prize
4735,2013-07-28,Consolation Prize
4735,2010-10-06,First Prize
4735,2005-11-13,Starter Prize
4735,2003-04-19,Consolation Prize
4735,2001-06-30,Consolation Prize
4735,2000-08-26,Second Prize
4735,1997-05-17,Consolation Prize
4735,1995-11-18,Starter Prize
4735,1990-08-25,Starter Prize
4736,2022-10-26,Consolation Prize
4736,2021-07-14,Starter Prize
4736,2019-01-19,Starter Prize
4736,2018-07-22,Consolation Prize
4736,2013-09-04,First Prize
4736,2011-03-06,Starter Prize
4736,2004-09-19,Consolation Prize
4736,2001-08-04,Starter Prize
4736,2001-06-10,Consolation Prize
4736,1996-07-27,Consolation Prize
4736,1994-07-23,Consolation Prize
4736,1988-08-14,Consolation Prize
4736,1987-09-27,Second Prize
4737,2026-01-17,Starter Prize
4737,2023-03-08,Consolation Prize
4737,2021-08-25,First Prize
4737,2021-02-28,Consolation Prize
4737,2017-03-15,Starter Prize
4737,2013-11-17,Consolation Prize
4737,2012-10-13,Starter Prize
4737,2005-03-23,Consolation Prize
4737,2000-10-04,Consolation Prize
4737,1995-09-17,Starter Prize
4737,1992-08-01,Starter Prize
4737,1986-09-27,Starter Prize
4738,2019-12-18,Consolation Prize
4738,2019-09-25,Starter Prize
4738,2016-03-09,Consolation Prize
4738,2013-06-19,Consolation Prize
4738,2013-06-09,Consolation Prize
4738,2006-09-30,Third Prize
4738,2000-04-22,Starter Prize
4738,1995-03-05,Consolation Prize
4738,1994-03-26,Second Prize
4739,2024-12-14,Consolation Prize
4739,2015-11-18,Starter Prize
4739,2015-11-08,Starter Prize
4739,2012-01-07,Consolation Prize
4739,2010-04-24,Consolation Prize
4739,2008-03-26,Consolation Prize
4739,2006-11-01,First Prize
4739,1998-09-27,Consolation Prize
4739,1998-04-04,Consolation Prize
4739,1996-03-09,Starter Prize
4739,1996-02-04,Starter Prize
4740,2022-10-22,Consolation Prize
4740,2021-11-27,Third Prize
4740,2019-07-07,Starter Prize
4740,2017-04-08,Starter Prize
4740,2014-01-05,Starter Prize
4740,2013-05-19,Consolation Prize
4740,2005-04-17,Consolation Prize
4740,2004-03-14,Starter Prize
4740,1999-12-05,Starter Prize
4740,1998-07-05,Starter Prize
4740,1992-07-04,Consolation Prize
4741,2011-05-18,Starter Prize
4741,1999-08-15,First Prize
4741,1996-06-09,Starter Prize
4741,1996-03-30,Starter Prize
4741,1995-08-13,Starter Prize
4741,1994-03-05,Consolation Prize
4741,1992-02-02,Consolation Prize
4741,1990-11-04,Starter Prize
4741,1990-08-19,Starter Prize
4741,1989-03-18,Starter Prize
4742,2017-08-20,Starter Prize
4742,2004-10-20,Consolation Prize
4742,2003-04-13,Starter Prize
4742,1999-05-08,Starter Prize
4742,1995-07-23,Starter Prize
4742,1991-04-13,Consolation Prize
4742,1989-09-10,Starter Prize
4742,1988-10-30,Consolation Prize
4742,1986-10-25,Consolation Prize
4743,2023-03-18,Starter Prize
4743,2022-09-28,Starter Prize
4743,2022-03-12,Starter Prize
4743,2020-02-22,Starter Prize
4743,2019-03-02,First Prize
4743,2018-04-08,Starter Prize
4743,2015-11-22,Starter Prize
4743,2012-02-01,Consolation Prize
4743,1998-11-04,Consolation Prize
4744,2024-12-11,Starter Prize
4744,2024-07-28,Consolation Prize
4744,2024-02-14,Consolation Prize
4744,2021-11-10,Consolation Prize
4744,2020-06-27,Starter Prize
4744,2016-04-27,Consolation Prize
4744,2015-05-06,Starter Prize
4744,2012-07-18,Starter Prize
4744,2012-04-07,Second Prize
4744,2011-02-23,Consolation Prize
4744,2010-08-14,Second Prize
4744,2006-03-12,First Prize
4744,2004-01-31,Starter Prize
4744,2003-10-29,First Prize
4744,2001-03-11,Starter Prize
4744,2000-09-06,Starter Prize
4744,1999-06-02,Consolation Prize
4744,1991-05-12,Consolation Prize
4744,1990-02-11,Second Prize
4744,1988-02-14,Starter Prize
4745,2025-06-15,Starter Prize
4745,2024-08-24,Starter Prize
4745,2022-08-13,Starter Prize
4745,2020-01-04,Consolation Prize
4745,2018-07-25,Starter Prize
4745,2013-06-15,Consolation Prize
4745,2010-07-21,Starter Prize
4745,2008-04-05,Starter Prize
4745,2003-08-03,Consolation Prize
4745,2002-10-23,Second Prize
4745,1996-03-31,Starter Prize
4745,1989-09-02,Starter Prize
4745,1988-10-22,Consolation Prize
4745,1987-04-26,Consolation Prize
4746,2022-06-15,Third Prize
4746,2022-01-16,Starter Prize
4746,2021-06-19,Consolation Prize
4746,2014-11-29,Second Prize
4746,2013-03-16,Consolation Prize
4746,2011-03-05,Consolation Prize
4746,2007-07-01,Consolation Prize
4746,2006-09-20,First Prize
4746,2005-05-01,Starter Prize
4746,2000-05-27,Consolation Prize
4746,1999-12-01,Starter Prize
4746,1999-01-03,Second Prize
4746,1997-09-13,Starter Prize
4746,1994-08-06,Third Prize
4746,1994-06-19,Consolation Prize
4746,1988-08-20,Starter Prize
4746,1988-01-10,Starter Prize
4747,2025-06-28,First Prize
4747,2025-06-11,Consolation Prize
4747,2022-12-31,Consolation Prize
4747,2014-04-13,Starter Prize
4747,2013-11-24,Starter Prize
4747,2008-04-30,Consolation Prize
4747,2004-10-23,Second Prize
4747,2004-06-30,Consolation Prize
4747,1996-01-03,Starter Prize
4747,1995-05-03,Consolation Prize
4747,1994-01-08,Consolation Prize
4747,1992-07-12,Second Prize
4747,1990-05-19,Second Prize
4747,1990-05-05,Starter Prize
4747,1987-01-04,Consolation Prize
4748,2025-12-06,Starter Prize
4748,2025-11-29,Starter Prize
4748,2020-02-08,Third Prize
4748,2019-06-05,Second Prize
4748,2013-10-19,Starter Prize
4748,2013-07-10,Consolation Prize
4748,2012-08-11,Consolation Prize
4748,2012-01-15,First Prize
4748,2010-04-04,Starter Prize
4748,2006-07-01,Starter Prize
4748,2005-02-05,Starter Prize
4748,2000-07-05,Starter Prize
4748,1999-03-20,Consolation Prize
4748,1998-12-12,Consolation Prize
4748,1992-09-20,Starter Prize
4748,1989-03-25,Second Prize
4749,2024-12-15,Consolation Prize
4749,2021-09-08,Consolation Prize
4749,2019-06-23,Starter Prize
4749,2018-01-28,Starter Prize
4749,2017-11-19,Consolation Prize
4749,2015-10-11,Starter Prize
4749,2014-12-03,Starter Prize
4749,2014-01-11,Consolation Prize
4749,2013-02-10,Consolation Prize
4749,2012-10-10,Second Prize
4749,2009-12-23,Consolation Prize
4749,2007-07-21,Consolation Prize
4749,2007-03-25,Starter Prize
4749,2005-07-02,Consolation Prize
4749,2004-11-13,Starter Prize
4749,2001-06-09,Starter Prize
4749,2001-01-14,Starter Prize
4749,1992-11-14,Starter Prize
4749,1988-09-03,Starter Prize
4750,2021-02-27,Starter Prize
4750,2020-08-23,Consolation Prize
4750,2018-03-31,Consolation Prize
4750,2014-12-14,First Prize
4750,2013-02-20,Starter Prize
4750,2012-11-21,Starter Prize
4750,2008-07-30,Starter Prize
4750,2008-07-16,Second Prize
4750,2003-05-31,Starter Prize
4750,2002-06-22,Starter Prize
4750,1998-05-16,Consolation Prize
4750,1997-07-19,Starter Prize
4750,1994-06-04,Consolation Prize
4750,1993-10-10,Third Prize
4751,2022-10-30,Consolation Prize
4751,2019-11-17,Consolation Prize
4751,2017-10-11,Second Prize
4751,2013-07-17,Consolation Prize
4751,2011-08-03,Consolation Prize
4751,2010-05-23,Starter Prize
4751,2008-04-09,Starter Prize
4751,2007-02-21,Starter Prize
4751,2002-10-30,Third Prize
4751,1993-12-26,Starter Prize
4751,1990-07-29,Starter Prize
4751,1987-12-19,Starter Prize
4752,2017-03-26,Consolation Prize
4752,2014-08-17,Consolation Prize
4752,2012-05-06,Consolation Prize
4752,2010-05-22,Consolation Prize
4752,2002-03-24,Starter Prize
4752,1995-05-20,Starter Prize
4752,1988-10-02,Second Prize
4752,1988-03-19,Consolation Prize
4752,1988-01-17,Starter Prize
4752,1987-09-05,Starter Prize
4752,1987-05-10,Consolation Prize
4753,2024-09-08,Consolation Prize
4753,2016-03-19,Consolation Prize
4753,2013-09-01,Consolation Prize
4753,2008-11-08,First Prize
4753,2002-12-29,Second Prize
4753,2002-05-05,Starter Prize
4753,2000-03-18,Consolation Prize
4753,1999-07-04,Consolation Prize
4753,1993-02-14,Starter Prize
4753,1991-05-04,Consolation Prize
4753,1987-03-01,Consolation Prize
4754,2025-01-08,Consolation Prize
4754,2020-12-19,Starter Prize
4754,2020-12-16,Starter Prize
4754,2020-09-30,Consolation Prize
4754,2019-06-09,Starter Prize
4754,2019-05-01,Starter Prize
4754,2013-02-23,Consolation Prize
4754,2004-05-30,Starter Prize
4754,2002-10-02,Consolation Prize
4754,2002-05-25,Starter Prize
4754,2001-06-30,Starter Prize
4754,1993-06-05,Starter Prize
4754,1991-11-10,Consolation Prize
4754,1988-10-02,Starter Prize
4755,2022-01-01,Starter Prize
4755,2021-03-03,Starter Prize
4755,2019-06-23,Starter Prize
4755,2016-01-27,First Prize
4755,2007-01-20,Starter Prize
4755,2006-12-13,Starter Prize
4755,2006-08-27,Starter Prize
4755,2001-09-12,Second Prize
4755,1997-04-05,Second Prize
4755,1996-07-14,Starter Prize
4755,1994-04-09,Consolation Prize
4755,1993-10-30,Starter Prize
4755,1989-01-08,Consolation Prize
4755,1988-08-21,Third Prize
4756,2025-09-28,Starter Prize
4756,2024-10-12,Consolation Prize
4756,2024-08-18,Consolation Prize
4756,2023-10-01,Starter Prize
4756,2023-07-23,Starter Prize
4756,2022-11-20,Consolation Prize
4756,2021-04-07,First Prize
4756,2015-01-04,Starter Prize
4756,2006-11-22,Consolation Prize
4756,1996-06-30,Consolation Prize
4756,1989-04-30,Consolation Prize
4757,2021-11-03,Starter Prize
4757,2018-08-29,Consolation Prize
4757,2015-02-21,Starter Prize
4757,2009-11-29,Starter Prize
4757,2007-05-23,First Prize
4757,2007-01-06,Starter Prize
4757,2006-05-17,First Prize
4757,2005-11-06,Starter Prize
4757,2002-11-17,Starter Prize
4757,2002-06-22,Second Prize
4757,1999-03-21,Consolation Prize
4758,2024-09-07,Second Prize
4758,2021-06-09,Third Prize
4758,2012-11-24,Starter Prize
4758,2012-03-14,Third Prize
4758,2011-10-30,Second Prize
4758,2005-02-16,Consolation Prize
4758,1997-11-30,Consolation Prize
4758,1989-03-19,Starter Prize
4758,1987-08-30,Starter Prize
4759,2025-07-27,Consolation Prize
4759,2023-11-18,Second Prize
4759,2017-06-24,Starter Prize
4759,2014-11-26,Consolation Prize
4759,2012-10-14,Starter Prize
4759,2012-04-14,Consolation Prize
4759,2012-01-25,First Prize
4759,2009-02-25,First Prize
4759,2006-07-19,Starter Prize
4759,2004-08-18,Consolation Prize
4759,1999-12-26,Starter Prize
4759,1999-06-19,Starter Prize
4759,1998-06-03,Starter Prize
4759,1998-01-04,Second Prize
4759,1993-04-03,Consolation Prize
4759,1993-03-21,First Prize
4759,1992-10-10,Third Prize
4759,1989-08-26,Third Prize
4759,1987-07-12,Starter Prize
4760,2023-03-11,Second Prize
4760,2021-01-02,Consolation Prize
4760,2017-03-08,Consolation Prize
4760,2016-09-14,Second Prize
4760,2014-12-24,Consolation Prize
4760,2010-05-12,Consolation Prize
4760,2009-07-08,Starter Prize
4760,2009-04-15,First Prize
4760,2005-07-06,Consolation Prize
4760,2005-06-12,Starter Prize
4760,2003-06-04,Starter Prize
4760,1988-04-02,Consolation Prize
4761,2023-04-01,Consolation Prize
4761,2023-02-15,First Prize
4761,2022-09-14,Consolation Prize
4761,2022-08-13,Starter Prize
4761,2018-11-28,Starter Prize
4761,2013-04-03,Consolation Prize
4761,2013-03-10,Consolation Prize
4761,2009-08-05,Starter Prize
4761,2009-04-11,Consolation Prize
4761,2003-06-28,Consolation Prize
4761,2003-02-02,Starter Prize
4761,2001-05-16,Starter Prize
4761,2001-01-28,Consolation Prize
4761,2000-02-12,Starter Prize
4761,1998-03-21,Consolation Prize
4761,1991-11-16,Second Prize
4761,1989-09-03,Consolation Prize
4761,1986-10-25,First Prize
4761,1986-10-18,Consolation Prize
4762,2022-01-23,Consolation Prize
4762,2019-06-23,Starter Prize
4762,2018-01-27,Starter Prize
4762,2017-05-06,Starter Prize
4762,2013-11-13,Consolation Prize
4762,2012-05-13,Starter Prize
4762,2005-12-14,Consolation Prize
4762,2004-02-25,Consolation Prize
4762,1999-02-07,Starter Prize
4763,2017-06-21,Consolation Prize
4763,2015-02-22,Starter Prize
4763,2013-06-08,Consolation Prize
4763,2011-07-23,Starter Prize
4763,2009-03-07,Consolation Prize
4763,2009-01-24,Starter Prize
